treatment,y_factual,y_cfactual,mu0,mu1,x1,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x20,x22,x23,x24,x25
1.0,5.59991628549083,4.31877968420119,3.26825638455712,6.8544566863328,-0.3762442818725863,0.631984885334153,-1.2921207758486621,0.644126182202531,1.0639202015836426,-0.1581212961717911,0.9915994212478556,-0.42652196378679,0.4396989874314143,0.38889596771447416,0.03301534878060802,1.5636206034840163,0.2337546711260228,0.5703537685583808,-0.024962955493126448,-0.3404647722019707,0.6112706693370151,-0.07726474103440108,-0.2141639110815536
0.0,6.87585615601631,7.85649456442953,6.63605944353131,7.56271838938882,-1.9130116860197648,2.4506858634967843,-0.41377869190881866,2.3660397360689207,-0.2032075081923078,-0.25612136453576867,-0.40688636412393886,1.3079897112877479,0.5644861463604458,-0.056973728827437536,0.579921761518736,0.5877593921543802,1.3252963939123505,1.3716270856017212,0.05834290457036411,0.4357143889740949,0.11179777438734113,0.33945678153594744,0.03378953474444573
0.0,2.99627270536114,6.63395221920133,1.57053630881398,6.12161721836507,-0.6628912967953908,-1.0394415963202277,0.5735201341395162,-0.845994529587269,-0.13757112561334187,0.7474706556171979,-0.4329155578466216,1.4841391772957404,-0.8414348858079024,-0.16744251499288743,0.0813765325525028,2.293111165679639,0.3556132898964275,1.3966736175999626,-0.09565216244080745,-0.5666436070017403,-0.45972614300080566,0.24858037202688202,0.07121286803528262
0.0,1.36620569157546,5.69723936323233,1.24473752361355,5.88912474264876,0.7353257011445231,-0.5668107911579086,-0.15869043949084716,-0.6293991759776723,-0.33096297053332563,-0.1815269232825359,-0.19086894699916454,-0.5979198227945198,0.2434862403927909,0.7652988298986381,1.0062470593638437,2.2403733294529546,0.22326558801497204,1.332692554486393,-0.8436672169790149,-0.6613498061772012,-0.4986234138007409,0.1998871133617183,-0.4527395276800304
0.0,1.96353813565901,6.20258151955848,1.68504833421296,6.19199430775124,-1.2343097862063148,0.5304603113720893,0.21686321652456853,-0.46365878975402197,0.5249889725447094,-0.16951653795028124,0.42015406872869776,-0.8636602115961743,0.21721182177292866,1.118867801166139,0.7029250221516028,0.2769710728057727,0.03606475385693476,0.7352536454680988,-0.11967781373651214,0.08963781747815808,0.10999834198588258,0.6795937876202183,0.41755562295728926
0.0,4.76209035268695,8.2647948502083,4.70789825652046,7.21944163776542,0.6463366488641606,-0.15817323923632787,-0.40478793795528717,1.7627734126373662,0.3116569262218456,0.31757547340720216,-0.11111134854938669,0.26459685274867106,-0.5077895406037708,0.15675692372509764,1.4190632839471906,1.9983654458458933,1.4569312330036648,1.2072047166379982,-0.406470547655163,-0.30604839952990404,-0.07039544320819263,0.5329901153938218,0.07852428372267231
0.0,6.59404386092927,8.13257213541126,6.80976343287542,7.58855744072606,0.43397758962434185,0.9598570878820045,-0.09342564741809145,3.5041056495867613,1.0651372607364429,0.4913697555115288,0.750352200730424,0.4075281167914877,-0.48255838111618593,-0.3626130322678766,1.0642348662175822,0.589306660387807,0.4192446018681725,0.5485364109564868,-0.020381263067717013,0.22303610074104027,-0.22749174017039,-0.6128028818836241,-0.6389687871598096
0.0,2.9082345886245,6.89720697886871,1.97911217620398,6.35284840765585,-0.9589345503255603,-0.9389251511965182,0.8265851263307784,0.9545232386147654,1.109691250681928,-0.20546361541686858,1.5531443550299444,0.21437821923080674,0.767877995997996,0.09161721861095307,-0.6122345158602501,1.3159204003771676,0.8254639661156248,1.8618328603916485,-0.553522841021744,0.3216633973445222,-0.1973025614297948,-0.002560933360035648,-0.08172144926225629
0.0,2.13134648784345,5.3423832464074,3.28592687188858,6.85984882428634,0.9176981818344188,1.524980439057099,-1.7793096486846782,0.774009950732465,0.5783848648535644,-0.609406530211814,0.5609238165356246,0.832938279649594,0.45795127117800655,-0.663196358869782,0.015315746297208723,0.7579152833332108,-0.16383654718098042,1.501378912652302,-0.3479713058353515,0.1212483956356108,0.08828667922685551,-0.5421940361166833,0.04524489081393711
0.0,2.60232276243973,5.29214797686775,1.74289584838598,6.22574806989308,-0.28263021762743945,-0.26491914814086404,0.47746317337671595,-1.2582766063840995,-0.29535350698174323,0.15780250179517025,0.6029268104441168,0.6354580811281958,-0.32707322003389827,-1.0736445148693274,-0.08133296027245383,0.46879279407021845,-0.2647197136830369,0.5615696109162058,1.064623556014149,-0.5483927892273198,0.918456764160657,1.4525335846202034,-0.5857833144126708
